tau_1,tau_2,patch_acc_multi,patch_f1_macro,patch_pre_macro,patch_rec_macro,patch_f1_weighted,patch_pre_weighted,patch_rec_weighted,patch_f1_micro,patch_acc_bin,patch_f1_bin,patch_pre_bin,patch_rec_bin
0.76,0.74,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.76,0.75,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.76,0.76,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.77,0.0,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.77,0.01,0.9318,0.7609,0.7924,0.8015,0.9388,0.9523,0.9318,0.9318,0.9394,0.7377,0.6923,0.7895
0.77,0.02,0.9413,0.775,0.8076,0.8031,0.945,0.9543,0.9413,0.9413,0.9489,0.7692,0.75,0.7895
0.77,0.03,0.9508,0.7935,0.829,0.8046,0.9515,0.9569,0.9508,0.9508,0.9583,0.8036,0.8182,0.7895
0.77,0.04,0.9564,0.8091,0.8457,0.8055,0.9556,0.9583,0.9564,0.9564,0.964,0.8257,0.8654,0.7895
0.77,0.05,0.9602,0.8228,0.8631,0.8061,0.9586,0.9598,0.9602,0.9602,0.9678,0.8411,0.9,0.7895
0.77,0.06,0.9659,0.8409,0.9036,0.807,0.9637,0.9658,0.9659,0.9659,0.9735,0.8654,0.9574,0.7895
0.77,0.07,0.964,0.8282,0.8982,0.7832,0.9618,0.9636,0.964,0.964,0.9716,0.8544,0.9565,0.7719
0.77,0.08,0.9659,0.8375,0.9152,0.7835,0.9635,0.965,0.9659,0.9659,0.9735,0.8627,0.9778,0.7719
0.77,0.09,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.77,0.1,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.77,0.11,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.77,0.12,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.77,0.13,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.77,0.14,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.77,0.15,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.77,0.16,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.17,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.18,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.19,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.2,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.21,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.22,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.23,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.24,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.25,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.26,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.27,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.28,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.29,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.3,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.31,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.32,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.33,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.34,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.35,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.77,0.36,0.964,0.8207,0.9194,0.7516,0.9608,0.9626,0.964,0.964,0.9716,0.8485,1.0,0.7368
0.77,0.37,0.964,0.8207,0.9194,0.7516,0.9608,0.9626,0.964,0.964,0.9716,0.8485,1.0,0.7368
0.77,0.38,0.964,0.8207,0.9194,0.7516,0.9608,0.9626,0.964,0.964,0.9716,0.8485,1.0,0.7368
0.77,0.39,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.77,0.4,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.77,0.41,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.77,0.42,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.77,0.43,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.77,0.44,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.77,0.45,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.77,0.46,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.77,0.47,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.77,0.48,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.77,0.49,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.77,0.5,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.77,0.51,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.77,0.52,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.77,0.53,0.9564,0.7454,0.9047,0.6479,0.9512,0.9534,0.9564,0.9564,0.964,0.8,1.0,0.6667
0.77,0.54,0.9564,0.7454,0.9047,0.6479,0.9512,0.9534,0.9564,0.9564,0.964,0.8,1.0,0.6667
0.77,0.55,0.9564,0.7454,0.9047,0.6479,0.9512,0.9534,0.9564,0.9564,0.964,0.8,1.0,0.6667
0.77,0.56,0.9564,0.7454,0.9047,0.6479,0.9512,0.9534,0.9564,0.9564,0.964,0.8,1.0,0.6667
0.77,0.57,0.9545,0.7271,0.8972,0.6241,0.9489,0.9511,0.9545,0.9545,0.9621,0.7872,1.0,0.6491
0.77,0.58,0.9545,0.7271,0.8972,0.6241,0.9489,0.9511,0.9545,0.9545,0.9621,0.7872,1.0,0.6491
0.77,0.59,0.9545,0.7271,0.8972,0.6241,0.9489,0.9511,0.9545,0.9545,0.9621,0.7872,1.0,0.6491
0.77,0.6,0.9545,0.7271,0.8972,0.6241,0.9489,0.9511,0.9545,0.9545,0.9621,0.7872,1.0,0.6491
0.77,0.61,0.9527,0.721,0.897,0.6157,0.9466,0.9493,0.9527,0.9527,0.9602,0.7742,1.0,0.6316
0.77,0.62,0.9508,0.7057,0.8967,0.5953,0.9443,0.9476,0.9508,0.9508,0.9583,0.7609,1.0,0.614
0.77,0.63,0.9508,0.7057,0.8967,0.5953,0.9443,0.9476,0.9508,0.9508,0.9583,0.7609,1.0,0.614
0.77,0.64,0.9508,0.7057,0.8967,0.5953,0.9443,0.9476,0.9508,0.9508,0.9583,0.7609,1.0,0.614
0.77,0.65,0.9508,0.7057,0.8967,0.5953,0.9443,0.9476,0.9508,0.9508,0.9583,0.7609,1.0,0.614
0.77,0.66,0.9508,0.7057,0.8967,0.5953,0.9443,0.9476,0.9508,0.9508,0.9583,0.7609,1.0,0.614
0.77,0.67,0.9508,0.7057,0.8967,0.5953,0.9443,0.9476,0.9508,0.9508,0.9583,0.7609,1.0,0.614
0.77,0.68,0.9489,0.6991,0.8964,0.5869,0.9419,0.9459,0.9489,0.9489,0.9564,0.7473,1.0,0.5965
0.77,0.69,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.77,0.7,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.77,0.71,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.77,0.72,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.77,0.73,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.77,0.74,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.77,0.75,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.77,0.76,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.77,0.77,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.78,0.0,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.78,0.01,0.9318,0.7609,0.7924,0.8015,0.9388,0.9523,0.9318,0.9318,0.9394,0.7377,0.6923,0.7895
0.78,0.02,0.9413,0.775,0.8076,0.8031,0.945,0.9543,0.9413,0.9413,0.9489,0.7692,0.75,0.7895
0.78,0.03,0.9508,0.7935,0.829,0.8046,0.9515,0.9569,0.9508,0.9508,0.9583,0.8036,0.8182,0.7895
0.78,0.04,0.9564,0.8091,0.8457,0.8055,0.9556,0.9583,0.9564,0.9564,0.964,0.8257,0.8654,0.7895
0.78,0.05,0.9602,0.8228,0.8631,0.8061,0.9586,0.9598,0.9602,0.9602,0.9678,0.8411,0.9,0.7895
0.78,0.06,0.9659,0.8409,0.9036,0.807,0.9637,0.9658,0.9659,0.9659,0.9735,0.8654,0.9574,0.7895
0.78,0.07,0.964,0.8282,0.8982,0.7832,0.9618,0.9636,0.964,0.964,0.9716,0.8544,0.9565,0.7719
0.78,0.08,0.9659,0.8375,0.9152,0.7835,0.9635,0.965,0.9659,0.9659,0.9735,0.8627,0.9778,0.7719
0.78,0.09,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.78,0.1,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.78,0.11,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.78,0.12,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.78,0.13,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.78,0.14,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.78,0.15,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.78,0.16,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.17,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.18,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.19,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.2,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.21,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.22,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.23,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.24,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.25,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.26,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.27,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.28,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.29,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.3,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.31,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.32,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.33,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.34,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.35,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.78,0.36,0.964,0.8207,0.9194,0.7516,0.9608,0.9626,0.964,0.964,0.9716,0.8485,1.0,0.7368
0.78,0.37,0.964,0.8207,0.9194,0.7516,0.9608,0.9626,0.964,0.964,0.9716,0.8485,1.0,0.7368
0.78,0.38,0.964,0.8207,0.9194,0.7516,0.9608,0.9626,0.964,0.964,0.9716,0.8485,1.0,0.7368
0.78,0.39,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.78,0.4,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.78,0.41,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.78,0.42,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.78,0.43,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.78,0.44,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.78,0.45,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.78,0.46,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.78,0.47,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.78,0.48,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.78,0.49,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.78,0.5,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.78,0.51,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.78,0.52,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.78,0.53,0.9564,0.7454,0.9047,0.6479,0.9512,0.9534,0.9564,0.9564,0.964,0.8,1.0,0.6667
0.78,0.54,0.9564,0.7454,0.9047,0.6479,0.9512,0.9534,0.9564,0.9564,0.964,0.8,1.0,0.6667
0.78,0.55,0.9564,0.7454,0.9047,0.6479,0.9512,0.9534,0.9564,0.9564,0.964,0.8,1.0,0.6667
0.78,0.56,0.9564,0.7454,0.9047,0.6479,0.9512,0.9534,0.9564,0.9564,0.964,0.8,1.0,0.6667
0.78,0.57,0.9545,0.7271,0.8972,0.6241,0.9489,0.9511,0.9545,0.9545,0.9621,0.7872,1.0,0.6491
0.78,0.58,0.9545,0.7271,0.8972,0.6241,0.9489,0.9511,0.9545,0.9545,0.9621,0.7872,1.0,0.6491
0.78,0.59,0.9545,0.7271,0.8972,0.6241,0.9489,0.9511,0.9545,0.9545,0.9621,0.7872,1.0,0.6491
0.78,0.6,0.9545,0.7271,0.8972,0.6241,0.9489,0.9511,0.9545,0.9545,0.9621,0.7872,1.0,0.6491
0.78,0.61,0.9527,0.721,0.897,0.6157,0.9466,0.9493,0.9527,0.9527,0.9602,0.7742,1.0,0.6316
0.78,0.62,0.9508,0.7057,0.8967,0.5953,0.9443,0.9476,0.9508,0.9508,0.9583,0.7609,1.0,0.614
0.78,0.63,0.9508,0.7057,0.8967,0.5953,0.9443,0.9476,0.9508,0.9508,0.9583,0.7609,1.0,0.614
0.78,0.64,0.9508,0.7057,0.8967,0.5953,0.9443,0.9476,0.9508,0.9508,0.9583,0.7609,1.0,0.614
0.78,0.65,0.9508,0.7057,0.8967,0.5953,0.9443,0.9476,0.9508,0.9508,0.9583,0.7609,1.0,0.614
0.78,0.66,0.9508,0.7057,0.8967,0.5953,0.9443,0.9476,0.9508,0.9508,0.9583,0.7609,1.0,0.614
0.78,0.67,0.9508,0.7057,0.8967,0.5953,0.9443,0.9476,0.9508,0.9508,0.9583,0.7609,1.0,0.614
0.78,0.68,0.9489,0.6991,0.8964,0.5869,0.9419,0.9459,0.9489,0.9489,0.9564,0.7473,1.0,0.5965
0.78,0.69,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.78,0.7,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.78,0.71,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.78,0.72,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.78,0.73,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.78,0.74,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.78,0.75,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.78,0.76,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.78,0.77,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.78,0.78,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.79,0.0,0.947,0.6901,0.8961,0.5759,0.9395,0.9442,0.947,0.947,0.9545,0.7333,1.0,0.5789
0.79,0.01,0.9318,0.7609,0.7924,0.8015,0.9388,0.9523,0.9318,0.9318,0.9394,0.7377,0.6923,0.7895
0.79,0.02,0.9413,0.775,0.8076,0.8031,0.945,0.9543,0.9413,0.9413,0.9489,0.7692,0.75,0.7895
0.79,0.03,0.9508,0.7935,0.829,0.8046,0.9515,0.9569,0.9508,0.9508,0.9583,0.8036,0.8182,0.7895
0.79,0.04,0.9564,0.8091,0.8457,0.8055,0.9556,0.9583,0.9564,0.9564,0.964,0.8257,0.8654,0.7895
0.79,0.05,0.9602,0.8228,0.8631,0.8061,0.9586,0.9598,0.9602,0.9602,0.9678,0.8411,0.9,0.7895
0.79,0.06,0.9659,0.8409,0.9036,0.807,0.9637,0.9658,0.9659,0.9659,0.9735,0.8654,0.9574,0.7895
0.79,0.07,0.964,0.8282,0.8982,0.7832,0.9618,0.9636,0.964,0.964,0.9716,0.8544,0.9565,0.7719
0.79,0.08,0.9659,0.8375,0.9152,0.7835,0.9635,0.965,0.9659,0.9659,0.9735,0.8627,0.9778,0.7719
0.79,0.09,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.79,0.1,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.79,0.11,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.79,0.12,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.79,0.13,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.79,0.14,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.79,0.15,0.9678,0.8414,0.9247,0.7838,0.965,0.9666,0.9678,0.9678,0.9754,0.8713,1.0,0.7719
0.79,0.16,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.17,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.18,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.19,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.2,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.21,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.22,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.23,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.24,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.25,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.26,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.27,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.28,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.29,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.3,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.31,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.32,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.33,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.34,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.35,0.9659,0.836,0.9244,0.7754,0.9629,0.9648,0.9659,0.9659,0.9735,0.86,1.0,0.7544
0.79,0.36,0.964,0.8207,0.9194,0.7516,0.9608,0.9626,0.964,0.964,0.9716,0.8485,1.0,0.7368
0.79,0.37,0.964,0.8207,0.9194,0.7516,0.9608,0.9626,0.964,0.964,0.9716,0.8485,1.0,0.7368
0.79,0.38,0.964,0.8207,0.9194,0.7516,0.9608,0.9626,0.964,0.964,0.9716,0.8485,1.0,0.7368
0.79,0.39,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.79,0.4,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.79,0.41,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.79,0.42,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.79,0.43,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.79,0.44,0.9621,0.7729,0.9191,0.6801,0.9586,0.9608,0.9621,0.9621,0.9697,0.8367,1.0,0.7193
0.79,0.45,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.79,0.46,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.79,0.47,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.79,0.48,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.79,0.49,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
0.79,0.5,0.9602,0.7626,0.9129,0.6682,0.9561,0.9581,0.9602,0.9602,0.9678,0.8247,1.0,0.7018
